      22.0910     0.507000    0.0253500  WISE.W4
      22.1943     0.511000    0.0255500  WISE.W4
      23.8800     0.550000    0.0275000  IRAS25
      26.0042     0.510455    0.0255228  SpitzerIRS
      29.9838     0.509567    0.0254784  SpitzerIRS
      60.4093     0.749000    0.0974000  IRAS.F60
      69.9990     0.700000     0.100000  PACS.70
      70.0000     0.690000    0.0700000  PACS70
      87.8971     0.761000     0.114000  AKARI.WIDES
      90.0010     0.761000     0.114000  AKARI.WIDES
      100.001     0.800000     0.200000  PACS.100
      160.000     0.800000     0.200000  PACS.160
      200.073     0.821130     0.108867  SPIREspec
      249.322     0.672043    0.0825228  SPIREspec
      249.994     0.600000     0.100000  SPIRE.250
      301.954     0.656007     0.100189  SPIREspec
      345.000     0.615000    0.0640000  SCUBA.350NB
      349.500     0.532676    0.0729224  SPIREspec
      362.998     0.500000     0.100000  SPIRE.350
      398.169     0.548237    0.0595558  SPIREspec
      497.091     0.364344    0.0710714  SPIREspec
      516.999     0.400000    0.0800000  SPIRE.500
      597.275     0.287108    0.0862418  SPIREspec
      850.000     0.201000    0.0100500  SCUBA.850NB
      1300.00    0.0840000    0.0130000  generic
      1330.00    0.0900000   0.00450000  generic
      2700.00    0.0161000   0.00250000  generic
